200.91580558333897,381.9934417857743,548.0277984780339,291.98664874969126,97.09725002189458,587.9449740810052,494.9026288824214,659.9165159648704,524.0324182630651,621.0209440879854
200.8321685655261,381.98692378731863,548.0554750585636,291.9735566308369,97.19471863123364,587.8902478066067,494.8050466984444,659.8315211549578,524.0649377097025,621.0430909679759
200.7490876694385,381.9804461752006,548.08302971737,291.9607236493175,97.29240601075797,587.8358200945437,494.7072530598358,659.7450080579584,524.0975583534097,621.0664525601148
200.66656162222156,381.97400912004895,548.1104624302839,291.94814981283446,97.39031234376044,587.7816898706918,494.6092475752726,659.6569688991412,524.1302802076444,621.0910411717815
200.58458915523343,381.9676127925621,548.1377731731864,291.93583513091244,97.48843781408814,587.727856069101,494.5110298503205,659.5673956341633,524.1631032858243,621.1168695084664
200.5031690039898,381.9612573635161,548.1649619220092,291.9237796149017,97.58678260614457,587.6743176320375,494.41259948741197,659.4762799415413,524.1960276013261,621.1439506851657
200.42229990810912,381.9549430037731,548.1920286527354,291.9119832779808,97.68534690489177,587.6210735100291,494.3139560858244,659.3836132147617,524.2290531674863,621.1722982383228
200.3419806112585,381.94866988428936,548.2189733413998,291.900446135159,97.78413089585258,587.5681226619137,494.21509924165736,659.2893865540117,524.2621799976,621.2019261383432
200.26220986109976,381.9424381761236,548.2457959640893,291.8891682032788,97.88313476511279,587.515464054893,494.11602854781034,659.1935907575107,524.2954081049211,621.2328488027131
200.18298640923632,381.9362480504452,548.272496496944,291.8781495010191,97.98235869932331,587.463096664589,494.0167435939593,659.0962163124225,524.328737502662,621.2650811097542
200.10430901116018,381.9300996785426,548.2990749161571,291.86739004889756,98.08180288570247,587.4110194751056,493.91724396653353,658.9972533853252,524.3621682039933,621.298638413047
200.0261764261996,381.9239932318314,548.3255311979761,291.8568898692737,98.18146751203817,587.3592314790938,493.81752924869204,658.8966918122157,524.3957002220438,621.3335365565596
199.94858741746708,381.9179288818626,548.3518653187031,291.8466489863517,98.28135276669009,587.3077316778215,493.7175990202993,658.7945210880243,524.4293335699003,621.3697918905199
199.87154075180777,381.9119068003311,548.3780772546952,291.83666742618357,98.38145883859201,587.2565190812486,493.617452857901,658.6907303556106,524.4630682606072,621.4074212880722
199.79503519974847,381.9059271590837,548.404166982366,291.82694521667224,98.48178591725397,587.2055927081062,493.51709033469933,658.585308394215,524.4969043071666,621.4464421627616
